gene	logFC	logCPM	F	PValue	FDR
ZCCHC24	4.15010377862842	0.340544792385673	46.8898234198346	3.43426179335251e-05	0.00225319769848237
CPXM2	3.30383624422791	3.29476871145151	66.2360477097637	3.47806430830713e-05	0.00227305712538236
DNALI1	4.72626450781128	3.63419862434633	65.519438942898	3.5230696000562e-05	0.00228991005827352
AC005551.1	-5.63499193619783	-0.247712711939191	54.433946300336	3.53111874906431e-05	0.00228991005827352
NT5DC4	6.12494844571241	-0.182737065795083	49.8556483539808	3.59052553766985e-05	0.00231947949733472
PLA2G10	-4.60644324153586	3.88125781159517	65.209462245528	3.60497286293575e-05	0.00231988981631681
P2RY6	5.00043772089763	2.7868157828617	59.3943577580253	3.62465214950381e-05	0.00232365104973534
MX2	-3.91540938573626	2.07686155392985	65.0845981364352	3.66125594247166e-05	0.0023381921980895
BIRC3	-4.95011386318205	6.02820875285826	64.5417396833396	3.73880859453479e-05	0.00237867534673509
CASZ1	-2.70493320216209	4.90138611468727	64.1454448997791	3.82426122287983e-05	0.00242386005658451
TENM1	4.74178515457342	-0.826664623167541	47.9160532016982	3.88947393706833e-05	0.00245592497169172
SMO	4.33698548188601	0.0617101925397159	44.900977450678	3.92395949027164e-05	0.00246544990258889
FAM3B	-3.62321197540828	7.59527198867597	63.6517922189876	3.9339162532378e-05	0.00246544990258889
VAT1	2.60403417476456	4.96422872228568	63.4187099621923	3.99275312615644e-05	0.00249302161735775
ASPA	-4.87759200061147	2.7584226716871	63.3459621622408	4.04254791520718e-05	0.00250680240159753
OPLAH	-4.58721527163299	3.70346140879369	63.2025034758037	4.04467403448993e-05	0.00250680240159753
SVOPL	5.14070704550323	0.636435921136149	44.537692495195	4.06955802380492e-05	0.00251295207969954
FKBP10	4.33712832291948	1.47460133395081	53.8014764152547	4.15223289764378e-05	0.00255461185893132
LCN12	3.61729077560872	3.65682859340552	62.9842906609908	4.18082898869658e-05	0.00256281765307109
ZNF433	3.43108993051896	0.715079195896798	52.7714394900976	4.21027425562692e-05	0.0025714824144549
NOS3	4.92100667741447	1.83527657185552	51.0082347301761	4.24088847963008e-05	0.00257751545342726
BCL2A1	4.68619875283302	0.678284249216054	44.3851311812047	4.25566977683888e-05	0.00257751545342726
ALG3	1.9994922557335	5.46994720955671	62.2634468764684	4.26619014082387e-05	0.00257751545342726
