	A26 (386C)	A30 (398B)	A32 (411C)	A33 (414C)	A34 (417C)	A38 (432C)	A39 (440C)	F66	F67	F72	F73	F78
SGPP2	979.0	190.0	430.0	335.0	699.0	1024.0	251.0	9.0	7.0	17.0	135.0	18.0
AC097461.1	3.0	11.0	23.0	9.0	29.0	17.0	0.0	2.0	0.0	1.0	1.0	1.0
FARSB	481.0	598.0	1037.0	1350.0	1325.0	1459.0	206.0	143.0	122.0	68.0	728.0	264.0
MOGAT1	1.0	1.0	7.0	1.0	4.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0
ACSL3	1202.0	635.0	2832.0	3451.0	2506.0	2227.0	788.0	220.0	142.0	58.0	628.0	151.0
AC013476.1	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNE4	8.0	2.0	6.0	127.0	12.0	6.0	2.0	9.0	3.0	1.0	13.0	0.0
AC013448.1	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC013448.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCG2	51.0	16.0	10.0	5.0	3.0	9.0	102.0	120.0	19.0	13.0	360.0	9.0
AP1S3	76.0	35.0	91.0	193.0	136.0	158.0	24.0	11.0	6.0	0.0	44.0	15.0
WDFY1	1145.0	290.0	950.0	1217.0	1575.0	1394.0	412.0	196.0	139.0	115.0	626.0	191.0
MRPL44	566.0	517.0	666.0	1330.0	880.0	1240.0	297.0	188.0	161.0	88.0	821.0	174.0
AC073641.1	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
SERPINE2	331.0	115.0	50.0	454.0	218.0	163.0	112.0	17.0	6.0	14.0	67.0	31.0
FAM124B	1.0	0.0	1.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC073052.2	3.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CUL3	1028.0	488.0	1006.0	1231.0	1342.0	1136.0	214.0	229.0	109.0	113.0	597.0	189.0
CCDC195	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DOCK10	66.0	21.0	150.0	224.0	101.0	90.0	19.0	5.0	2.0	0.0	24.0	5.0
NYAP2	1.0	3.0	1.0	15.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0
AC016717.2	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC062015.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRS1	126.0	154.0	95.0	154.0	67.0	159.0	8.0	129.0	47.0	46.0	190.0	151.0
AC010735.2	1.0	0.0	0.0	1.0	1.0	1.0	0.0	4.0	0.0	0.0	2.0	1.0
RHBDD1	183.0	64.0	121.0	244.0	279.0	185.0	34.0	53.0	27.0	23.0	207.0	68.0
COL4A4	7.0	3.0	19.0	31.0	14.0	4.0	1.0	0.0	0.0	0.0	4.0	0.0
COL4A3	3.0	0.0	7.0	21.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC097662.1	8.0	4.0	8.0	9.0	4.0	3.0	0.0	0.0	0.0	1.0	4.0	2.0
MFF	1766.0	1017.0	1727.0	1983.0	2011.0	3155.0	660.0	441.0	387.0	227.0	2060.0	506.0
TM4SF20	701.0	51.0	33.0	162.0	60.0	225.0	129.0	564.0	153.0	23.0	1133.0	1561.0
SCYGR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGFG1	713.0	305.0	791.0	1344.0	1403.0	732.0	204.0	239.0	105.0	145.0	616.0	295.0
SCYGR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCYGR10	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf83	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
SCYGR3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC064853.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
SCYGR4	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCYGR5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC19A3	74.0	133.0	64.0	425.0	147.0	166.0	60.0	332.0	415.0	340.0	1810.0	277.0
SCYGR6	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCYGR7	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SCYGR8	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL20	3501.0	3852.0	471.0	16610.0	843.0	2276.0	668.0	92.0	36.0	138.0	530.0	100.0
DAW1	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0
SPHKAP	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
LINC01807	7.0	2.0	2.0	7.0	4.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
AC012070.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PID1	811.0	410.0	831.0	862.0	783.0	1394.0	267.0	218.0	51.0	42.0	971.0	102.0
DNER	1.0	1.0	0.0	10.0	6.0	10.0	0.0	6.0	0.0	0.0	14.0	0.0
TRIP12	1838.0	482.0	1385.0	2148.0	2159.0	1752.0	513.0	196.0	97.0	101.0	621.0	245.0
FBXO36	68.0	37.0	74.0	60.0	71.0	118.0	18.0	11.0	3.0	3.0	53.0	25.0
SLC16A14	31.0	1.0	32.0	55.0	59.0	18.0	8.0	7.0	5.0	2.0	29.0	1.0
AC009950.1	4.0	0.0	2.0	10.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
SP110	410.0	157.0	167.0	581.0	194.0	386.0	145.0	47.0	35.0	10.0	144.0	55.0
SP140	8.0	0.0	8.0	132.0	23.0	3.0	3.0	0.0	1.0	0.0	0.0	1.0
SP140L	820.0	207.0	210.0	354.0	356.0	550.0	292.0	69.0	28.0	16.0	252.0	81.0
SP100	2500.0	551.0	1016.0	1157.0	1060.0	2291.0	993.0	148.0	163.0	267.0	922.0	158.0
AC010149.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01907	6.0	2.0	5.0	1.0	8.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0
CAB39	1893.0	667.0	980.0	1934.0	2117.0	1738.0	507.0	229.0	140.0	158.0	803.0	165.0
ITM2C	50622.0	33343.0	18254.0	17939.0	23982.0	47320.0	16746.0	5093.0	2658.0	1737.0	17341.0	2545.0
AC012507.2	23.0	6.0	10.0	12.0	16.0	16.0	3.0	1.0	0.0	0.0	2.0	1.0
GPR55	24.0	10.0	5.0	3.0	9.0	16.0	7.0	3.0	8.0	2.0	22.0	2.0
AC012507.1	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC012507.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA3-AS1	1.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	1.0	0.0	13.0	1.0
SPATA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf72	392.0	405.0	407.0	526.0	375.0	508.0	68.0	176.0	63.0	41.0	286.0	105.0
PSMD1	1407.0	607.0	1710.0	1794.0	1870.0	2160.0	634.0	117.0	150.0	86.0	1253.0	349.0
HTR2B	4.0	0.0	1.0	15.0	0.0	4.0	1.0	1.0	1.0	0.0	1.0	2.0
ARMC9	59.0	65.0	155.0	140.0	121.0	86.0	27.0	35.0	18.0	8.0	104.0	22.0
B3GNT7	1054.0	2176.0	1187.0	4222.0	1423.0	865.0	314.0	188.0	52.0	22.0	210.0	133.0
AC017104.3	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCL	4941.0	2790.0	9358.0	25255.0	8466.0	11704.0	1919.0	1821.0	1687.0	715.0	6928.0	2042.0
LINC00471	34.0	4.0	19.0	38.0	22.0	21.0	8.0	3.0	3.0	3.0	38.0	14.0
NMUR1	1.0	3.0	1.0	4.0	4.0	1.0	1.0	0.0	2.0	0.0	2.0	0.0
TEX44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTMA	69728.0	37999.0	78128.0	283005.0	111207.0	123807.0	25132.0	22770.0	15153.0	6528.0	67906.0	13092.0
PDE6D	438.0	214.0	258.0	325.0	332.0	638.0	180.0	62.0	30.0	20.0	281.0	47.0
COPS7B	317.0	202.0	360.0	699.0	472.0	451.0	122.0	85.0	42.0	37.0	336.0	99.0
NPPC	29.0	34.0	5.0	35.0	19.0	25.0	25.0	3.0	0.0	0.0	28.0	2.0
DIS3L2	381.0	187.0	364.0	565.0	459.0	477.0	120.0	60.0	33.0	29.0	317.0	79.0
AC019130.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALPP	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC068134.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ALPG	9.0	1.0	6.0	4.0	21.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0
AC068134.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ALPI	332.0	84.0	43.0	116.0	84.0	216.0	143.0	39.0	10.0	36.0	177.0	43.0
ECEL1	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
PRSS56	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CHRND	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0
CHRNG	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TIGD1	98.0	44.0	107.0	162.0	163.0	120.0	17.0	33.0	12.0	13.0	83.0	48.0
EIF4E2	1992.0	1548.0	1809.0	2855.0	2382.0	3651.0	991.0	535.0	301.0	250.0	2201.0	455.0
AC073254.1	18.0	2.0	4.0	11.0	38.0	48.0	8.0	0.0	1.0	0.0	3.0	1.0
EFHD1	19.0	7.0	5.0	74.0	15.0	21.0	0.0	9.0	1.0	0.0	48.0	2.0
GIGYF2	768.0	425.0	947.0	1665.0	1271.0	1177.0	304.0	154.0	135.0	93.0	687.0	298.0
KCNJ13	7.0	0.0	2.0	4.0	4.0	2.0	0.0	0.0	0.0	1.0	13.0	310.0
SNORC	2243.0	1316.0	2674.0	3919.0	5205.0	3366.0	550.0	461.0	254.0	229.0	1702.0	177.0
NGEF	762.0	352.0	367.0	491.0	615.0	684.0	229.0	35.0	1.0	8.0	124.0	36.0
NEU2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INPP5D	96.0	15.0	48.0	174.0	72.0	31.0	27.0	5.0	1.0	3.0	26.0	9.0
ATG16L1	302.0	130.0	190.0	311.0	635.0	345.0	140.0	34.0	9.0	13.0	120.0	61.0
SAG	3.0	6.0	2.0	23.0	2.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0
AC013726.1	6.0	10.0	2.0	52.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
DGKD	1009.0	398.0	619.0	781.0	1477.0	1297.0	396.0	31.0	5.0	20.0	101.0	45.0
USP40	317.0	119.0	271.0	336.0	336.0	342.0	88.0	57.0	32.0	34.0	209.0	122.0
UGT1A8	122.0	9.0	256.0	55.0	155.0	303.0	154.0	0.0	0.0	0.0	0.0	0.0
UGT1A10	378.0	13.0	569.0	88.0	239.0	721.0	480.0	0.0	0.0	0.0	0.0	1.0
UGT1A9	9.0	3.0	33.0	4.0	33.0	18.0	4.0	0.0	0.0	0.0	0.0	0.0
UGT1A7	23.0	5.0	51.0	15.0	27.0	27.0	5.0	0.0	0.0	0.0	0.0	0.0
UGT1A6	25.0	2.0	89.0	27.0	34.0	52.0	8.0	0.0	0.0	0.0	0.0	0.0
AC114812.2	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UGT1A5	6.0	0.0	18.0	1.0	7.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
UGT1A4	7.0	0.0	17.0	1.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
UGT1A3	3.0	2.0	6.0	4.0	3.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0
UGT1A1	267.0	23.0	99.0	30.0	51.0	27.0	92.0	0.0	0.0	0.0	0.0	1.0
MROH2A	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HJURP	27.0	36.0	156.0	553.0	76.0	121.0	10.0	29.0	50.0	30.0	268.0	41.0
TRPM8	2.0	2.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005538.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPP2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006037.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC122134.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC097713.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARL4C	68.0	13.0	39.0	243.0	84.0	56.0	25.0	88.0	14.0	47.0	171.0	7.0
LINC01173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SH3BP4	226.0	133.0	377.0	522.0	466.0	396.0	74.0	25.0	19.0	33.0	181.0	119.0
AC114814.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC114814.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGAP1	642.0	297.0	759.0	450.0	767.0	1052.0	130.0	61.0	21.0	41.0	140.0	117.0
AC064874.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GBX2	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC019068.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASB18	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
IQCA1	1.0	0.0	1.0	4.0	0.0	0.0	0.0	33.0	23.0	4.0	93.0	73.0
AC093915.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
IQCA1-AS1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ACKR3	14.0	15.0	2.0	138.0	0.0	0.0	9.0	71.0	25.0	17.0	94.0	245.0
AC084030.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC105760.1	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
AC105760.2	16.0	10.0	25.0	38.0	16.0	24.0	8.0	2.0	1.0	2.0	11.0	23.0
COPS8	387.0	331.0	465.0	975.0	672.0	737.0	166.0	206.0	183.0	91.0	779.0	267.0
AC107079.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC112715.1	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A3	1427.0	27.0	1157.0	703.0	640.0	1794.0	645.0	45.0	36.0	245.0	601.0	11.0
AC112721.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC112721.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MLPH	2265.0	480.0	451.0	397.0	1168.0	717.0	398.0	55.0	25.0	128.0	658.0	29.0
PRLH	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB17	1246.0	583.0	445.0	693.0	949.0	1418.0	557.0	262.0	181.0	182.0	1277.0	715.0
AC104667.2	117.0	34.0	24.0	216.0	166.0	84.0	37.0	13.0	4.0	7.0	24.0	30.0
AC104667.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRFIP1	5769.0	1866.0	2992.0	5151.0	6018.0	5134.0	1934.0	944.0	272.0	265.0	1589.0	403.0
RBM44	31.0	2.0	7.0	11.0	20.0	5.0	1.0	1.0	0.0	1.0	1.0	0.0
RAMP1	50.0	115.0	41.0	244.0	69.0	70.0	55.0	158.0	83.0	93.0	673.0	652.0
UBE2F	630.0	513.0	303.0	864.0	590.0	318.0	144.0	155.0	63.0	17.0	149.0	68.0
UBE2F-SCLY	2.0	0.0	1.0	0.0	4.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0
SCLY	89.0	22.0	96.0	218.0	153.0	113.0	34.0	16.0	5.0	6.0	101.0	72.0
ESPNL	7.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0
KLHL30	2.0	0.0	0.0	17.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
ERFE	1.0	7.0	1.0	39.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0
ILKAP	773.0	402.0	638.0	1064.0	928.0	1046.0	310.0	131.0	78.0	73.0	778.0	137.0
HES6	1181.0	479.0	744.0	1453.0	1069.0	1381.0	227.0	58.0	5.0	19.0	605.0	46.0
PER2	1155.0	426.0	412.0	2574.0	1756.0	889.0	352.0	149.0	43.0	59.0	182.0	51.0
AC012485.3	157.0	59.0	91.0	283.0	86.0	148.0	25.0	1.0	1.0	13.0	11.0	13.0
AC012485.2	19.0	6.0	63.0	86.0	71.0	134.0	21.0	1.0	1.0	0.0	20.0	4.0
TRAF3IP1	167.0	110.0	263.0	777.0	424.0	344.0	58.0	36.0	14.0	6.0	83.0	20.0
ASB1	267.0	133.0	172.0	298.0	316.0	400.0	73.0	49.0	27.0	24.0	183.0	41.0
AC016999.1	2.0	0.0	1.0	0.0	2.0	8.0	1.0	0.0	0.0	1.0	2.0	0.0
LINC01107	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC145625.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TWIST2	4.0	6.0	0.0	48.0	0.0	2.0	1.0	7.0	4.0	1.0	10.0	0.0
LINC01940	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HDAC4	137.0	55.0	147.0	152.0	220.0	199.0	38.0	33.0	11.0	9.0	51.0	32.0
AC062017.1	107.0	50.0	52.0	137.0	104.0	105.0	10.0	11.0	7.0	10.0	41.0	15.0
AC079612.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC079612.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC093802.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC093802.1	0.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
NDUFA10	2985.0	3390.0	3957.0	6508.0	4258.0	6271.0	1572.0	742.0	526.0	332.0	3012.0	693.0
OR6B2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR6B3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
COPS9	3057.0	3216.0	2371.0	8644.0	3285.0	3155.0	1018.0	1150.0	582.0	247.0	3340.0	664.0
OTOS	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC124861.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPC1	46.0	68.0	139.0	124.0	74.0	137.0	39.0	3.0	0.0	1.0	38.0	2.0
ANKMY1	252.0	57.0	175.0	110.0	212.0	303.0	51.0	34.0	6.0	6.0	98.0	45.0
DUSP28	350.0	130.0	270.0	233.0	377.0	461.0	115.0	28.0	21.0	24.0	252.0	69.0
RNPEPL1	2128.0	744.0	922.0	817.0	1276.0	1609.0	328.0	122.0	27.0	43.0	298.0	143.0
CAPN10-DT	72.0	58.0	55.0	97.0	88.0	74.0	17.0	18.0	12.0	5.0	27.0	29.0
CAPN10	233.0	107.0	152.0	213.0	333.0	216.0	65.0	27.0	12.0	19.0	100.0	28.0
GPR35	1975.0	570.0	481.0	714.0	1313.0	1186.0	489.0	345.0	76.0	141.0	638.0	448.0
AQP12B	109.0	1.0	5.0	2.0	20.0	118.0	51.0	17.0	18.0	30.0	235.0	3.0
AC011298.1	229.0	52.0	15.0	83.0	127.0	49.0	127.0	546.0	622.0	141.0	1964.0	97.0
AQP12A	49.0	5.0	1.0	3.0	2.0	18.0	19.0	14.0	21.0	12.0	35.0	2.0
KIF1A	0.0	1.0	3.0	0.0	0.0	0.0	2.0	8.0	3.0	1.0	57.0	1.0
AGXT	115.0	57.0	59.0	81.0	83.0	94.0	52.0	12.0	8.0	0.0	65.0	6.0
C2orf54	746.0	236.0	46.0	139.0	262.0	278.0	511.0	56.0	9.0	8.0	146.0	20.0
CROCC2	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
AC104809.1	1.0	0.0	2.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
SNED1	36.0	0.0	12.0	42.0	11.0	6.0	4.0	1.0	1.0	1.0	3.0	4.0
AC093585.1	23.0	5.0	4.0	9.0	11.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0
AC005237.1	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MTERF4	509.0	393.0	447.0	771.0	615.0	888.0	181.0	186.0	110.0	70.0	754.0	157.0
PASK	138.0	41.0	145.0	176.0	124.0	155.0	28.0	11.0	4.0	4.0	53.0	20.0
PPP1R7	1281.0	1013.0	1214.0	1991.0	1515.0	2422.0	637.0	294.0	209.0	92.0	1292.0	280.0
ANO7	1183.0	82.0	100.0	98.0	189.0	237.0	337.0	35.0	13.0	34.0	254.0	43.0
HDLBP	4360.0	1611.0	4563.0	4348.0	5515.0	6074.0	1654.0	885.0	312.0	455.0	2635.0	823.0
SEPT2	2204.0	1132.0	2524.0	4429.0	3582.0	3175.0	879.0	643.0	514.0	434.0	3472.0	832.0
AC005104.1	1.0	1.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
FARP2	1510.0	412.0	931.0	1290.0	1630.0	1618.0	634.0	179.0	80.0	96.0	710.0	194.0
STK25	1227.0	615.0	1124.0	1339.0	1667.0	1751.0	545.0	255.0	132.0	120.0	827.0	228.0
BOK-AS1	1.0	0.0	5.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
BOK	68.0	52.0	99.0	108.0	113.0	55.0	28.0	8.0	2.0	2.0	20.0	3.0
AC133528.1	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
THAP4	1276.0	1035.0	1113.0	1068.0	1528.0	2550.0	526.0	234.0	86.0	73.0	743.0	150.0
ATG4B	1596.0	794.0	912.0	1227.0	1440.0	1672.0	753.0	237.0	103.0	121.0	751.0	210.0
DTYMK	395.0	423.0	961.0	2519.0	706.0	1370.0	157.0	169.0	166.0	64.0	988.0	147.0
ING5	686.0	306.0	670.0	1182.0	577.0	1053.0	220.0	121.0	48.0	78.0	636.0	187.0
AC114730.3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D2HGDH	605.0	529.0	695.0	951.0	1385.0	1123.0	224.0	182.0	95.0	82.0	769.0	261.0
AC114730.1	4.0	0.0	1.0	6.0	3.0	14.0	1.0	0.0	0.0	0.0	4.0	0.0
AC114730.2	2.0	0.0	1.0	8.0	0.0	3.0	0.0	0.0	2.0	0.0	1.0	0.0
GAL3ST2	125.0	3.0	86.0	9.0	75.0	148.0	48.0	0.0	0.0	0.0	4.0	0.0
AC131097.1	0.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0
AC131097.3	104.0	24.0	53.0	36.0	135.0	226.0	28.0	43.0	49.0	1.0	449.0	0.0
NEU4	1233.0	502.0	536.0	358.0	961.0	2346.0	398.0	443.0	166.0	11.0	1008.0	1.0
AC131097.4	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
PDCD1	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0
RTP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC131097.2	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
LINC01238	104.0	5.0	6.0	7.0	39.0	13.0	29.0	1.0	1.0	1.0	24.0	4.0
AC093642.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01880	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01238-1	14.0	0.0	5.0	10.0	13.0	27.0	2.0	0.0	0.0	5.0	12.0	4.0
LINC01986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC066595.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHL1	5.0	0.0	0.0	112.0	0.0	0.0	0.0	1.0	2.0	0.0	8.0	4.0
CHL1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01266	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	2.0
AC090044.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC087430.1	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTN6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
AC018814.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTN4	214.0	62.0	234.0	265.0	284.0	512.0	86.0	54.0	41.0	35.0	270.0	9.0
CNTN4-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTN4-AS1	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
